,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,clean_text,topic_id
135446,1533524556186533888,https://twitter.com/SenatorWarnock/status/1533524556186533888,Sun Jun 05 19:02:00 +0000 2022,2022-06-05T19:02:00+00:00,SenatorWarnock,"Providing *strong* student debt relief would do a lot to help Georgians navigate our changing economy by letting people keep money in their pockets.    I’m in this with you, Georgia, and I’ll continue pushing @POTUS to deliver real change —now, not later.",original,,,,,1068,,,,en,,,245,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Providing strong student debt relief would do a lot to help Georgians navigate our changing economy by letting people keep money in their pockets    Im in this with you Georgia and Ill continue pushing POTUS to deliver real change now not later,118
135475,1529945474870001703,https://twitter.com/SenatorWarnock/status/1529945474870001703,Thu May 26 22:00:00 +0000 2022,2022-05-26T22:00:00+00:00,SenatorWarnock,"When payments restart, the average Georgian with student loan debt may have to pay nearly $300 per month —making it harder for many to buy a home or improve their credit scores.    Strong student debt relief is the right thing to do &amp; I'll continue pushing the President to do it.",original,,,,,555,,,,en,,,106,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,When payments restart the average Georgian with student loan debt may have to pay nearly  per month making it harder for many to buy a home or improve their credit scores    Strong student debt relief is the right thing to do amp Ill continue pushing the President to do it,118
135479,1529593150796451843,https://twitter.com/SenatorWarnock/status/1529593150796451843,Wed May 25 22:40:00 +0000 2022,2022-05-25T22:40:00+00:00,SenatorWarnock,"Student loan debt is crushing Georgians, and keeping working people from reaching their goals and contributing to our economy.    I will continue to push the President to take aggressive action to provide strong, urgent student debt relief. https://t.co/CDYme0IT7l",original,,,,https://www.fox5atlanta.com/video/1071127,283,,,,en,,0.0,53,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Student loan debt is crushing Georgians and keeping working people from reaching their goals and contributing to our economy    I will continue to push the President to take aggressive action to provide strong urgent student debt relief ,118
135492,1527756047053598720,https://twitter.com/SenatorWarnock/status/1527756047053598720,Fri May 20 21:00:00 +0000 2022,2022-05-20T21:00:00+00:00,SenatorWarnock,I’m going to keep pushing President Biden for *strong* debt relief that actually helps Georgians and Americans—and I’ll keep doing so until I see real action. https://t.co/g6yPJH0G9s,original,,,,https://www.wfxg.com/story/46524536/exclusive-sen-warnock-meets-with-president-biden-on-student-loan-forgiveness,810,,,,en,,0.0,142,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Im going to keep pushing President Biden for strong debt relief that actually helps Georgians and Americansand Ill keep doing so until I see real action ,118
135496,1527411525748674590,https://twitter.com/SenatorWarnock/status/1527411525748674590,Thu May 19 22:11:00 +0000 2022,2022-05-19T22:11:00+00:00,SenatorWarnock,"Canceling student loan debt would lower the load for hardworking Georgians and spur entrepreneurship. We have to get it done, and I’m going to keep pushing the President to make it happen.",original,,,,,3089,,,,en,,,473,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Canceling student loan debt would lower the load for hardworking Georgians and spur entrepreneurship We have to get it done and Im going to keep pushing the President to make it happen,118
135502,1527036048236224515,https://twitter.com/SenatorWarnock/status/1527036048236224515,Wed May 18 21:18:59 +0000 2022,2022-05-18T21:18:59+00:00,SenatorWarnock,"Significantly canceling student debt will provide long-term benefits to individuals &amp; the economy—helping Georgians buy their first homes, open a small business, or invest in their retirement.    I made clear to the President that Georgians need strong student debt relief.",reply,,,,,137,SenatorWarnock,1.527036046415995e+18,1.352287997853622e+18,en,,,19,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Significantly canceling student debt will provide longterm benefits to individuals amp the economyhelping Georgians buy their first homes open a small business or invest in their retirement    I made clear to the President that Georgians need strong student debt relief,118
135503,1527036046415994882,https://twitter.com/SenatorWarnock/status/1527036046415994882,Wed May 18 21:18:59 +0000 2022,2022-05-18T21:18:59+00:00,SenatorWarnock,"Since I graduated from @Morehouse, the world has changed &amp; now student debt is larger than credit card debt in America. Relieving some student debt would do a lot to help Georgians navigate our changing economy.   We’re in this fight together.",original,,,,,332,,,,en,,,53,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Since I graduated from Morehouse the world has changed amp now student debt is larger than credit card debt in America Relieving some student debt would do a lot to help Georgians navigate our changing economy   Were in this fight together,118
135505,1527027442065494017,https://twitter.com/SenatorWarnock/status/1527027442065494017,Wed May 18 20:44:47 +0000 2022,2022-05-18T20:44:47+00:00,SenatorWarnock,Like I’ve been saying: Georgians need strong student debt relief.  I’m at the White House today to share that message directly with the President. https://t.co/uHWDPpaIGn,original,,,https://pbs.twimg.com/media/FTETkj2WUAMTeN_.jpg,,1476,,,,en,,0.0,197,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Like Ive been saying Georgians need strong student debt relief  Im at the White House today to share that message directly with the President ,118
135560,1522003141939449856,https://twitter.com/SenatorWarnock/status/1522003141939449856,Thu May 05 00:00:01 +0000 2022,2022-05-05T00:00:01+00:00,SenatorWarnock,Easing student debt would provide long-term benefits to Georgians and our economy—which is why I’ll keep pushing to get it done.   Watch my conversation w/ @11AliveNews about how the White House has a historic opportunity to ease student debt. https://t.co/ec4FyJ3K63,original,,,,https://www.11alive.com/video/news/education/sen-warnock-on-student-loan-forgiveness/85-b53f663e-472f-43a6-9045-5c0cd5acbd42,156,,,,en,,0.0,34,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Easing student debt would provide longterm benefits to Georgians and our economywhich is why Ill keep pushing to get it done   Watch my conversation w AliveNews about how the White House has a historic opportunity to ease student debt ,118
135573,1521275594247479298,https://twitter.com/SenatorWarnock/status/1521275594247479298,Mon May 02 23:49:00 +0000 2022,2022-05-02T23:49:00+00:00,SenatorWarnock,"Student debt disproportionately affects Black, students and other communities of color, who face significantly higher rates of student loan default and delinquency compared to other borrowers.    We must cancel student loan debt to level the playing field for ALL Georgians!",original,,,,,500,,,,en,,,120,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Student debt disproportionately affects Black students and other communities of color who face significantly higher rates of student loan default and delinquency compared to other borrowers    We must cancel student loan debt to level the playing field for ALL Georgians,118
135580,1520525652499259393,https://twitter.com/SenatorWarnock/status/1520525652499259393,Sat Apr 30 22:09:00 +0000 2022,2022-04-30T22:09:00+00:00,SenatorWarnock,"I’ve said it to the President, and I’ll keep saying it:   We need student debt relief NOW! Let's get it done.",original,,,,,1825,,,,en,,,309,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Ive said it to the President and Ill keep saying it   We need student debt relief NOW Lets get it done,118
135601,1519035836242837505,https://twitter.com/SenatorWarnock/status/1519035836242837505,Tue Apr 26 19:29:00 +0000 2022,2022-04-26T19:29:00+00:00,SenatorWarnock,"Student loan debt keeps many Georgians from purchasing a home, starting a family or starting a small business.    I’m proud to stand with my colleagues and push @usedgov to ensure that Georgian borrowers with paused loans receive a fresh start.",original,,,,,271,,,,en,,,54,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Student loan debt keeps many Georgians from purchasing a home starting a family or starting a small business    Im proud to stand with my colleagues and push usedgov to ensure that Georgian borrowers with paused loans receive a fresh start,118
135614,1517191684420997128,https://twitter.com/SenatorWarnock/status/1517191684420997128,Thu Apr 21 17:21:00 +0000 2022,2022-04-21T17:21:00+00:00,SenatorWarnock,"From student debt to the high costs of essential goods to soaring rent prices, our young folks are facing a lot of obstacles to getting a good college education right now, which is why I'll keep pushing to cancel student debt, lower costs, and create more affordable housing.",original,,,,,240,,,,en,,,61,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,From student debt to the high costs of essential goods to soaring rent prices our young folks are facing a lot of obstacles to getting a good college education right now which is why Ill keep pushing to cancel student debt lower costs and create more affordable housing,494
135618,1516492829761097740,https://twitter.com/SenatorWarnock/status/1516492829761097740,Tue Apr 19 19:04:00 +0000 2022,2022-04-19T19:04:00+00:00,SenatorWarnock,It's harder for kids coming up today than it was when I graduated from college.   I’m going to keep fighting hard to lower costs &amp; save students money—starting by canceling the first $50K of debt.,original,,,,,538,,,,en,,,77,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Its harder for kids coming up today than it was when I graduated from college   Im going to keep fighting hard to lower costs amp save students moneystarting by canceling the first K of debt,494
135637,1513992246634455047,https://twitter.com/SenatorWarnock/status/1513992246634455047,Tue Apr 12 21:27:34 +0000 2022,2022-04-12T21:27:34+00:00,SenatorWarnock,"It’s unacceptable that thousands of Georgians are unable to both pay their medical bills and cover other essential needs.   So I’m glad that at my urging, the White House has announced aggressive new action to lessen the devastating burden of medical debt on Georgians.",original,,,,,801,,,,en,,,172,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Its unacceptable that thousands of Georgians are unable to both pay their medical bills and cover other essential needs   So Im glad that at my urging the White House has announced aggressive new action to lessen the devastating burden of medical debt on Georgians,118
135655,1511752091483750405,https://twitter.com/SenatorWarnock/status/1511752091483750405,Wed Apr 06 17:06:00 +0000 2022,2022-04-06T17:06:00+00:00,SenatorWarnock,I’m happy to hear that the administration heeded my call to extend the pause on student loan payments and erase borrower defaults.   Next mission: ending student debt.,original,,,,,1063,,,,en,,,155,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Im happy to hear that the administration heeded my call to extend the pause on student loan payments and erase borrower defaults   Next mission ending student debt,118
135673,1509949999500730378,https://twitter.com/SenatorWarnock/status/1509949999500730378,Fri Apr 01 17:45:08 +0000 2022,2022-04-01T17:45:08+00:00,SenatorWarnock,What a week I've had fighting for GA:   ✅Successfully urged the House to pass my bill to cap insulin costs ✅Pushed for swift action to address medical debt ✅Fought to defer payments for student loan borrowers ✅Pushed against @POTUS’s proposed cuts to GA's military priorities,original,,,,,481,,,,en,,,91,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,What a week Ive had fighting for GA    checkmarkbutton Successfully urged the House to pass my bill to cap insulin costs  checkmarkbutton Pushed for swift action to address medical debt  checkmarkbutton Fought to defer payments for student loan borrowers  checkmarkbutton Pushed against POTUSs proposed cuts to GAs military priorities,118
135676,1509666347701006354,https://twitter.com/SenatorWarnock/status/1509666347701006354,Thu Mar 31 22:58:00 +0000 2022,2022-03-31T22:58:00+00:00,SenatorWarnock,"We need to address burdensome student loan debt. Period.   Today, I called on @POTUS to help student borrowers and pause federally-held student loans payments set to soon continue. Our borrowers need relief during this economic and public health crisis.",original,,,,,923,,,,en,,,155,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,We need to address burdensome student loan debt Period   Today I called on POTUS to help student borrowers and pause federallyheld student loans payments set to soon continue Our borrowers need relief during this economic and public health crisis,118
135870,1492274454835212295,https://twitter.com/SenatorWarnock/status/1492274454835212295,Fri Feb 11 23:08:49 +0000 2022,2022-02-11T23:08:49+00:00,SenatorWarnock,Our children are leaving college *owing* the equivalent of a mortgage before they even own a home and *have* a mortgage.    Canceling student loan debt would lower people’s burdens and spur entrepreneurship.    We have to get it done.,original,,,,,9001,,,,en,,,1604,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Our children are leaving college owing the equivalent of a mortgage before they even own a home and have a mortgage    Canceling student loan debt would lower peoples burdens and spur entrepreneurship    We have to get it done,118
136071,1473734781666013197,https://twitter.com/SenatorWarnock/status/1473734781666013197,Wed Dec 22 19:18:47 +0000 2021,2021-12-22T19:18:47+00:00,SenatorWarnock,"Glad to hear the White House read my letter &amp; is listening to the countless Georgians and Americans struggling in this pandemic who have been pushing to extend this necessary reprieve for a little while longer.  Now, let’s get to work cancelling some of this student loan debt. https://t.co/hWZsGRqPIt",quote,,,,https://twitter.com/POTUS/status/1473706456390291465,446,,,,en,,0.0,89,1.4737064563902915e+18,POTUS,1.3491490969096684e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Glad to hear the White House read my letter amp is listening to the countless Georgians and Americans struggling in this pandemic who have been pushing to extend this necessary reprieve for a little while longer  Now lets get to work cancelling some of this student loan debt ,118
136114,1470143780108091399,https://twitter.com/SenatorWarnock/status/1470143780108091399,Sun Dec 12 21:29:25 +0000 2021,2021-12-12T21:29:25+00:00,SenatorWarnock,"We are not out of this pandemic. Our students need relief to support their families, our communities and invest in our economy.   I am calling on the Biden Administration to extend student loan relief until the end of the COVID-19 emergency. https://t.co/eplwRTqMRi",original,,,https://pbs.twimg.com/ext_tw_video_thumb/1470143372593672196/pu/img/5xC8dKQAyJAS4iD5.jpg,,433,,,,en,,0.0,94,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,We are not out of this pandemic Our students need relief to support their families our communities and invest in our economy   I am calling on the Biden Administration to extend student loan relief until the end of the COVID emergency ,118
136258,1457824793269575682,https://twitter.com/SenatorWarnock/status/1457824793269575682,Mon Nov 08 21:38:10 +0000 2021,2021-11-08T21:38:10+00:00,SenatorWarnock,Taking advantage of federal support like Pell grants &amp; the TRIO program helped me become a first-generation college grad—&amp; I'm working in the Senate to keep these resources strong.   Proud to join my colleagues in recognizing National First-Generation College Celebration Day! https://t.co/7wn9eylCnt,original,,,https://pbs.twimg.com/media/FDs6ai4WUAU3bzD.jpg,,248,,,,en,,0.0,75,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Taking advantage of federal support like Pell grants amp the TRIO program helped me become a firstgeneration college gradamp Im working in the Senate to keep these resources strong   Proud to join my colleagues in recognizing National FirstGeneration College Celebration Day ,1081
136417,1446527805907509259,https://twitter.com/SenatorWarnock/status/1446527805907509259,Fri Oct 08 17:27:58 +0000 2021,2021-10-08T17:27:58+00:00,SenatorWarnock,I applaud @usedgov for taking the steps to relieve Georgians serving in the military or in public service careers from the burden of student loan debt. https://t.co/6aF9OQllTn,original,,,,https://www.ajc.com/education/changes-to-federal-student-loan-program-will-help-thousands-of-georgia-borrowers/6GVNPCSXHFCIJJGUIXCESXVOOU/,93,,,,en,,0.0,20,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,I applaud usedgov for taking the steps to relieve Georgians serving in the military or in public service careers from the burden of student loan debt ,575
136565,1433866625716035608,https://twitter.com/SenatorWarnock/status/1433866625716035608,Fri Sep 03 18:56:58 +0000 2021,2021-09-03T18:56:58+00:00,SenatorWarnock,"It's College Colors Day! Georgia is home to some of the very best colleges, universities and trade schools in the nation—though I might be a little biased as a proud @Morehouse Man myself—and I'm committed to working to ensure *all* our students have access to higher education.",original,,,,,297,,,,en,,,42,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Its College Colors Day Georgia is home to some of the very best colleges universities and trade schools in the nationthough I might be a little biased as a proud Morehouse Man myselfand Im committed to working to ensure all our students have access to higher education,533
137046,1395874726824882184,https://twitter.com/SenatorWarnock/status/1395874726824882184,Fri May 21 22:50:43 +0000 2021,2021-05-21T22:50:43+00:00,SenatorWarnock,I’m proud of my emergency debt relief bill &amp; even prouder to have the support of @SecVilsack &amp; this Administration. https://t.co/ojTfjLkgI1,original,,,https://pbs.twimg.com/media/E18hzM4X0AIVpXb.jpg,,978,,,,en,,0.0,139,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Im proud of my emergency debt relief bill amp even prouder to have the support of SecVilsack amp this Administration ,118
137177,1387497367113543687,https://twitter.com/SenatorWarnock/status/1387497367113543687,Wed Apr 28 20:02:05 +0000 2021,2021-04-28T20:02:05+00:00,SenatorWarnock,"In GA, the average student loan debt is over $40K—creating financial burdens that weigh down millions of families.   I’m proud to join my colleagues in calling on @POTUS to cancel up to $50K in student debt for borrowers, helping push our country toward economic &amp; racial justice.",original,,,,,795,,,,en,,,176,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,In GA the average student loan debt is over Kcreating financial burdens that weigh down millions of families   Im proud to join my colleagues in calling on POTUS to cancel up to K in student debt for borrowers helping push our country toward economic amp racial justice,118
137273,1381282266651955204,https://twitter.com/SenatorWarnock/status/1381282266651955204,Sun Apr 11 16:25:30 +0000 2021,2021-04-11T16:25:30+00:00,SenatorWarnock,Housing policy is an issue close to my heart. I’m so proud of Georgians for making their voices heard &amp; creating a pathway for bold legislation like the #AmericanRescuePlan to become law—securing more than $140M in housing grants for our state from @HUDgov.,original,,AmericanRescuePlan,,,915,,,,en,,,198,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1352287997853622273,Thu Jan 21 16:12:57 +0000 2021,False,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,431,169490,133,765,Georgia,Senator Reverend Raphael Warnock,2696,,https://www.warnock.senate.gov,True,Housing policy is an issue close to my heart Im so proud of Georgians for making their voices heard amp creating a pathway for bold legislation like the AmericanRescuePlan to become lawsecuring more than M in housing grants for our state from HUDgov,494
137918,1565024660013682689,https://twitter.com/RepValDemings/status/1565024660013682689,Wed Aug 31 17:12:10 +0000 2022,2022-08-31T17:12:10+00:00,RepValDemings,We need to bring down the outrageous cost of college.  You should be able to have a great career and a great life in America whether you go to college or not.,original,,,,,3109,,,,en,,,598,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",798973032362606600,Wed Nov 16 19:36:29 +0000 2016,False,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,5988,458841,893,2207,"Washington, DC I Orlando, FL",Rep. Val Demings,13802,,http://demings.house.gov,True,We need to bring down the outrageous cost of college  You should be able to have a great career and a great life in America whether you go to college or not,494
137987,1559632376493445127,https://twitter.com/RepValDemings/status/1559632376493445127,Tue Aug 16 20:05:09 +0000 2022,2022-08-16T20:05:09+00:00,RepValDemings,Proud to announce the #InflationReductionAct was just signed into law. I fought hard for this because the bottom line is costs are simply too high for families.,original,,InflationReductionAct,,,3371,,,,en,,,545,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",798973032362606600,Wed Nov 16 19:36:29 +0000 2016,False,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,5988,458841,893,2207,"Washington, DC I Orlando, FL",Rep. Val Demings,13802,,http://demings.house.gov,True,Proud to announce the InflationReductionAct was just signed into law I fought hard for this because the bottom line is costs are simply too high for families,118
138718,1518603939045851138,https://twitter.com/RepValDemings/status/1518603939045851138,Mon Apr 25 14:52:48 +0000 2022,2022-04-25T14:52:48+00:00,RepValDemings,Our challenges are all connected. Medical debt. Student loans. Record low wages. Rising inflation. Reducing financial burdens like these will help millions of Americans qualify for mortgage loans. #FairHousingMonth,original,,FairHousingMonth,,,531,,,,en,,,139,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",798973032362606600,Wed Nov 16 19:36:29 +0000 2016,False,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,5988,458842,893,2207,"Washington, DC I Orlando, FL",Rep. Val Demings,13802,,http://demings.house.gov,True,Our challenges are all connected Medical debt Student loans Record low wages Rising inflation Reducing financial burdens like these will help millions of Americans qualify for mortgage loans FairHousingMonth,118
139059,1503041542407262209,https://twitter.com/RepValDemings/status/1503041542407262209,Sun Mar 13 16:13:23 +0000 2022,2022-03-13T16:13:23+00:00,RepValDemings,"Glad to announce that due to the American Rescue Plan, Florida colleges and Universities have received nearly $2.4 billion in funding to help students stay in school and keep staff and students safe.",original,,,,,1593,,,,en,,,313,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",798973032362606600,Wed Nov 16 19:36:29 +0000 2016,False,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,5988,458842,893,2207,"Washington, DC I Orlando, FL",Rep. Val Demings,13802,,http://demings.house.gov,True,Glad to announce that due to the American Rescue Plan Florida colleges and Universities have received nearly  billion in funding to help students stay in school and keep staff and students safe,533
139105,1501596470256058370,https://twitter.com/RepValDemings/status/1501596470256058370,Wed Mar 09 16:31:11 +0000 2022,2022-03-09T16:31:11+00:00,RepValDemings,"Beth Johnson was not only the first woman to ever serve in the Florida Senate, she was also the driving force behind one of the best and largest public universities in the country, @UCF. #WomensHistoryMonth https://t.co/KJPLoAwLGO",original,,WomensHistoryMonth,https://pbs.twimg.com/media/FNaaC2TXIAI_hh-.jpg,,207,,,,en,,0.0,32,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",798973032362606600,Wed Nov 16 19:36:29 +0000 2016,False,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,5988,458842,893,2207,"Washington, DC I Orlando, FL",Rep. Val Demings,13802,,http://demings.house.gov,True,Beth Johnson was not only the first woman to ever serve in the Florida Senate she was also the driving force behind one of the best and largest public universities in the country UCF WomensHistoryMonth ,533
